frame,latency_ms,sl_px,sl_y,sl_wait,tl_state,tl_near,tl_red_far,brake_level,tl_brake_req,cmd_speed,cmd_steer
1413,110.94141006469727,-1.0,-1.0,False,RED,77.0,False,2,2,0.0,0.0
1414,114.06946182250977,-1.0,-1.0,False,RED,74.0,False,2,2,0.0,0.0
1415,112.40553855895996,-1.0,-1.0,False,RED,73.0,False,2,2,0.0,0.0
1416,112.20884323120117,-1.0,-1.0,False,RED,72.0,False,2,2,0.0,0.0
1417,114.46094512939453,-1.0,-1.0,False,RED,75.0,False,2,2,0.0,0.0
1418,115.02790451049805,-1.0,-1.0,False,RED,74.0,False,2,2,0.0,0.0
1419,111.12451553344727,-1.0,-1.0,False,RED,75.0,False,2,2,0.0,0.0
1420,112.20455169677734,-1.0,-1.0,False,RED,72.0,False,2,2,0.0,0.0
1421,112.79916763305664,-1.0,-1.0,False,RED,76.0,False,2,2,0.0,0.0
1422,112.23840713500977,-1.0,-1.0,False,RED,76.0,False,2,2,0.0,0.0
1423,111.79709434509277,-1.0,-1.0,False,RED,76.0,False,2,2,0.0,0.0
1424,112.16378211975098,-1.0,-1.0,False,RED,78.0,False,2,2,0.0,0.0
1425,112.39385604858398,-1.0,-1.0,False,RED,75.0,False,2,2,0.0,0.0
1426,113.00373077392578,-1.0,-1.0,False,RED,72.0,False,2,2,0.0,0.0
1427,111.91654205322266,-1.0,-1.0,False,RED,76.0,False,2,2,0.0,0.0
1428,112.90359497070312,-1.0,-1.0,False,RED,77.0,False,2,2,0.0,0.0
1429,3344.266414642334,-1.0,-1.0,False,RED,74.0,False,0,0,0.0,0.0
