frame,latency_ms,fit_aL,fit_bL,fit_cL,fit_aR,fit_bR,fit_cR,conf,half_width_px,stamp_sec,stamp_nsec,cte_rear_m,cte_near_m,theta_deg,curvature,conf_eff,lane_width_m,flags,d_near_m,conf_raw,seq,tl_state,stop_line_dist,crosswalk_dist,judgment_state,brake_level,cmd_speed,cmd_steer
805,46.55194282531738,0.00037108740070834756,-0.05770295485854149,32.89237594604492,0.0003750189789570868,-0.056212086230516434,310.0613708496094,1.0,204.26820373535156,,,0.4610999822616577,0.6055575609207153,10.667373657226562,0.12435106188058853,0.0,1.6715643405914307,2.0,0.7803999781608582,1.0,26.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
806,46.530961990356445,0.0002987705229315907,-0.014054334722459316,33.972774505615234,0.0003723882546182722,-0.07343269139528275,320.421630859375,1.0,200.18283081054688,,,0.4441034197807312,0.580070436000824,10.033699035644531,0.11185979843139648,0.0,1.6475017070770264,2.0,0.7803999781608582,1.0,27.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
807,40.14325141906738,0.00026366719976067543,0.0018953380640596151,39.34064483642578,0.00037453335244208574,-0.09416594356298447,331.0255432128906,1.0,196.17918395996094,,,0.4316968023777008,0.557774007320404,9.297141075134277,0.10636676102876663,0.0,1.6253058910369873,2.0,0.7803999781608582,1.0,28.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
808,35.53199768066406,0.0002824795665219426,-0.020110633224248886,51.176300048828125,0.0003729100862983614,-0.1140131801366806,341.8169250488281,1.0,192.25559997558594,,,0.4207042157649994,0.5352838635444641,8.442782402038574,0.1092316061258316,0.0,1.6008490324020386,2.0,0.7803999781608582,1.0,29.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
809,34.89828109741211,0.00029895486659370363,-0.040051594376564026,62.10310745239258,0.0003693683829624206,-0.1322348415851593,352.552490234375,1.0,188.41049194335938,,,0.4099436402320862,0.5132880210876465,7.609737396240234,0.1113872081041336,0.0,1.5808358192443848,2.0,0.7803999781608582,1.0,30.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
810,32.53602981567383,0.0003134857688564807,-0.06106232479214668,73.31755828857422,0.0003649230347946286,-0.1410381942987442,359.5382995605469,1.0,184.64227294921875,,,0.39776843786239624,0.4922845661640167,6.956307411193848,0.11306813359260559,0.0,1.5656052827835083,2.0,0.7803999781608582,1.0,31.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
811,35.63642501831055,0.0003188143891748041,-0.07643672078847885,83.90242767333984,0.0003649230347946286,-0.1410381942987442,359.5382995605469,0.75,180.94943237304688,,,0.3877994418144226,0.4777805209159851,6.621001243591309,0.11395623534917831,0.0,1.5365972518920898,2.0,0.7803999781608582,0.75,32.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
812,34.8513126373291,0.0003091038961429149,-0.07898262143135071,91.8092041015625,0.0003649230347946286,-0.1410381942987442,359.5382995605469,0.75,177.3304443359375,,,0.3765512704849243,0.4631139636039734,6.368405818939209,0.11233782023191452,0.0,1.5072640180587769,2.0,0.7803999781608582,0.75,33.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
813,32.228946685791016,0.0003056029963772744,-0.08775591850280762,101.4209213256836,0.000352698058122769,-0.1696321666240692,379.1556701660156,1.0,173.78382873535156,,,0.3659088909626007,0.434130996465683,5.015163421630859,0.10971684008836746,0.0,1.5045733451843262,2.0,0.7803999781608582,1.0,34.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
814,38.926124572753906,0.0002722466306295246,-0.0808483213186264,108.8713607788086,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,170.3081512451172,,,0.35972312092781067,0.42214301228523254,4.587673664093018,0.1041574478149414,0.0,1.4805974960327148,2.0,0.7803999781608582,0.75,35.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
815,49.18265342712402,0.00026844238163903356,-0.08965418487787247,118.29473876953125,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,166.90199279785156,,,0.3497174084186554,0.4077644944190979,4.26566743850708,0.10352340340614319,0.0,1.4518404006958008,2.0,0.7803999781608582,0.75,36.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
816,39.795637130737305,0.00024028208281379193,-0.08758644759654999,126.8315200805664,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,163.56394958496094,,,0.3442138135433197,0.3958894908428192,3.7967276573181152,0.09883002191781998,0.0,1.4280903339385986,2.0,0.7803999781608582,0.75,37.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
817,37.96124458312988,0.00024206108355429024,-0.09890980273485184,136.1147003173828,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,160.2926788330078,,,0.3342624604701996,0.3820003569126129,3.507032632827759,0.09912652522325516,0.0,1.400312066078186,2.0,0.7803999781608582,0.75,38.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
818,39.099931716918945,0.00023121151025407016,-0.10888202488422394,146.9585418701172,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,157.08682250976562,,,0.32793211936950684,0.36902737617492676,3.0185463428497314,0.09731826186180115,0.0,1.3743661642074585,2.0,0.7803999781608582,0.75,39.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
819,32.86552429199219,0.00023780419724062085,-0.12718366086483002,158.67005920410156,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,153.94508361816406,,,0.31861650943756104,0.3542819023132324,2.6194112300872803,0.09841704368591309,0.0,1.3448752164840698,2.0,0.7803999781608582,0.75,40.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
820,35.947561264038086,0.00024769664742052555,-0.13835252821445465,166.3773956298828,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,150.86618041992188,,,0.30631792545318604,0.3401690125465393,2.486074209213257,0.10006578266620636,0.0,1.3166494369506836,2.0,0.7803999781608582,0.75,41.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
821,36.36813163757324,0.0002564365277066827,-0.1509598046541214,175.6046905517578,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,147.84886169433594,,,0.2928948402404785,0.3240761458873749,2.28989315032959,0.10152243077754974,0.0,1.28446364402771,2.0,0.7803999781608582,0.75,42.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
822,52.81233787536621,0.00026447323034517467,-0.16501407325267792,185.10264587402344,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,144.89187622070312,,,0.28173279762268066,0.3094996213912964,2.0390288829803467,0.10286188125610352,0.0,1.2553106546401978,2.0,0.7803999781608582,0.75,43.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
823,40.837764739990234,0.0002471296756993979,-0.17093634605407715,194.8783416748047,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,141.99404907226562,,,0.2771492600440979,0.29816490411758423,1.5431236028671265,0.09997128695249557,0.0,1.2326412200927734,2.0,0.7803999781608582,0.75,44.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
824,36.49568557739258,0.0002499199763406068,-0.18806064128875732,206.28819274902344,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,139.15415954589844,,,0.26993465423583984,0.28498920798301697,1.1053508520126343,0.10043633729219437,0.0,1.2062897682189941,2.0,0.7803999781608582,0.75,45.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
825,34.28792953491211,0.0002397540956735611,-0.19594834744930267,215.86216735839844,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,136.37107849121094,,,0.26329389214515686,0.27266427874565125,0.687975287437439,0.09874202311038971,0.0,1.1816399097442627,2.0,0.7803999781608582,0.75,46.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
826,40.2982234954834,0.0002673027920536697,-0.2226867973804474,227.3115234375,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,133.64366149902344,,,0.2516160309314728,0.25762245059013367,0.4409852921962738,0.1033334732055664,0.0,1.1515562534332275,2.0,0.7803999781608582,0.75,47.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
827,32.8824520111084,0.0002507937606424093,-0.23002620041370392,237.54745483398438,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,130.9707794189453,,,0.24738959968090057,0.24629619717597961,-0.08027554303407669,0.10058196634054184,0.0,1.128903865814209,2.0,0.7803999781608582,0.75,48.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
828,52.88887023925781,0.0002573533565737307,-0.24708235263824463,248.09420776367188,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,128.3513641357422,,,0.23947972059249878,0.23341435194015503,-0.4453141391277313,0.10167523473501205,0.0,1.103140115737915,2.0,0.7803999781608582,0.75,49.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
829,41.831016540527344,0.00025416462449356914,-0.25936049222946167,258.2237854003906,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,125.78433990478516,,,0.23283059895038605,0.22115720808506012,-0.8570740222930908,0.10114377737045288,0.0,1.0786257982254028,2.0,0.7803999781608582,0.75,50.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
830,33.35309028625488,0.0002766462857834995,-0.2818044424057007,268.04248046875,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,123.2686538696289,,,0.22294342517852783,0.20828239619731903,-1.0764544010162354,0.10489072650671005,0.0,1.0528762340545654,2.0,0.7803999781608582,0.75,51.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
831,37.143707275390625,0.0002905729052145034,-0.3004258871078491,277.69195556640625,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,120.80328369140625,,,0.21420727670192719,0.19585613906383514,-1.3474361896514893,0.10721182823181152,0.0,1.0280237197875977,2.0,0.7803999781608582,0.75,52.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
832,38.816213607788086,0.00029158653342165053,-0.3139429986476898,287.9358215332031,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,118.38721466064453,,,0.20579902827739716,0.18243899941444397,-1.7153130769729614,0.10738076269626617,0.0,1.0011894702911377,2.0,0.7803999781608582,0.75,53.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
833,56.87975883483887,0.00029723101761192083,-0.33258089423179626,299.11865234375,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,116.01947021484375,,,0.19945403933525085,0.17027980089187622,-2.142427444458008,0.10832151025533676,0.0,0.9768710136413574,2.0,0.7803999781608582,0.75,54.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
834,45.71676254272461,0.00029717927100136876,-0.3460219204425812,308.71240234375,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,113.69908142089844,,,0.19375458359718323,0.15933549404144287,-2.5278170108795166,0.10831288993358612,0.0,0.9549823999404907,2.0,0.7803999781608582,0.75,55.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
835,41.66913032531738,0.00031829942599870265,-0.36799371242523193,317.85638427734375,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,111.42510223388672,,,0.18621890246868134,0.14865581691265106,-2.758890151977539,0.11183291673660278,0.0,0.9336230754852295,2.0,0.7803999781608582,0.75,56.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
836,36.73076629638672,0.00030295009491965175,-0.36956295371055603,323.97552490234375,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,109.19660186767578,,,0.18345335125923157,0.1413571685552597,-3.0921380519866943,0.10927469283342361,0.0,0.9190257787704468,2.0,0.7803999781608582,0.75,57.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
837,41.121482849121094,0.00029480335069820285,-0.3761415481567383,330.4931640625,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,107.01266479492188,,,0.18201661109924316,0.13528567552566528,-3.4329679012298584,0.10791689902544022,0.0,0.9068827629089355,2.0,0.7803999781608582,0.75,58.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
838,34.37519073486328,0.0003151779528707266,-0.3931520879268646,335.42022705078125,0.000352698058122769,-0.1696321666240692,379.1556701660156,0.75,104.8724136352539,,,0.17925287783145905,0.13112026453018188,-3.536067485809326,0.11131266504526138,0.0,0.8985519409179688,2.0,0.7803999781608582,0.75,59.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
839,52.382469177246094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.8724136352539,,,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.7803999781608582,0.0,60.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
840,48.61736297607422,0.00024136743741109967,-0.3663780391216278,340.00445556640625,0.0,0.0,0.0,0.25,104.8724136352539,,,0.09778430312871933,-0.05366428941488266,-11.190128326416016,0.08045580983161926,0.25,-1.0,16.0,0.7803999781608582,0.25,61.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
841,43.66350173950195,0.0002517973189242184,-0.37594741582870483,342.6910705566406,0.0,0.0,0.0,0.25,104.8724136352539,,,0.09644892811775208,-0.05659924075007439,-11.309867858886719,0.08393243700265884,0.25,-1.0,16.0,0.7803999781608582,0.25,62.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
842,35.14552116394043,0.00027163344202563167,-0.38993319869041443,345.4313049316406,0.0,0.0,0.0,0.25,104.8724136352539,,,0.09359411150217056,-0.05951959639787674,-11.314774513244629,0.09054447710514069,0.25,-1.0,16.0,0.7803999781608582,0.25,63.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
843,37.734031677246094,0.0002765287063084543,-0.3965868651866913,348.0302734375,0.0,0.0,0.0,0.25,104.8724136352539,,,0.09237535297870636,-0.06299732625484467,-11.483963012695312,0.09217623621225357,0.25,-1.0,16.0,0.7803999781608582,0.25,64.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
844,37.84465789794922,0.0002722004137467593,-0.3978636562824249,349.9317932128906,0.0,0.0,0.0,0.25,104.8724136352539,,,0.0929105207324028,-0.06547939777374268,-11.710100173950195,0.09073346853256226,0.25,-1.0,16.0,0.7803999781608582,0.25,65.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
845,41.73445701599121,0.0002506233286112547,-0.3862065076828003,349.544189453125,0.0,0.0,0.0,0.25,104.8724136352539,,,0.0927598774433136,-0.06807195395231247,-11.893253326416016,0.08354111015796661,0.25,-1.0,16.0,0.7803999781608582,0.25,66.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
846,47.103166580200195,0.00024232444411609322,-0.38675886392593384,352.2115478515625,0.0,0.0,0.0,0.25,104.8724136352539,,,0.09320002049207687,-0.07209976017475128,-12.22868824005127,0.08077481389045715,0.25,-1.0,16.0,0.7803999781608582,0.25,67.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
847,39.95203971862793,0.0001640567643335089,-0.3433142900466919,348.8023681640625,0.0,0.0,0.0,0.25,104.8724136352539,,,0.10113170742988586,-0.07232754677534103,-12.842376708984375,0.05468558892607689,0.25,-1.0,16.0,0.7803999781608582,0.25,68.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
848,39.121389389038086,0.00020897963258903474,-0.3742590546607971,354.494873046875,0.0,0.0,0.0,0.25,104.8724136352539,,,0.09490776062011719,-0.0780625119805336,-12.805558204650879,0.06965987384319305,0.25,-1.0,16.0,0.7803999781608582,0.25,69.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
849,40.81273078918457,0.00022559176431968808,-0.3892740309238434,358.84100341796875,0.0,0.0,0.0,0.25,104.8724136352539,,,0.09152120351791382,-0.08375398814678192,-12.979158401489258,0.0751972571015358,0.25,-1.0,16.0,0.7803999781608582,0.25,70.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
850,35.273075103759766,0.0002218696172349155,-0.3871859312057495,359.4426574707031,0.0,0.0,0.0,0.25,104.8724136352539,,,0.08724407106637955,-0.08840503543615341,-13.007331848144531,0.07395654171705246,0.25,-1.0,16.0,0.7803999781608582,0.25,71.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
851,34.78097915649414,0.00026308035012334585,-0.41997334361076355,366.6498718261719,0.0,0.0,0.0,0.25,104.8724136352539,,,0.08481018245220184,-0.09340207278728485,-13.200546264648438,0.08769345283508301,0.25,-1.0,16.0,0.7803999781608582,0.25,72.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
852,48.14720153808594,0.000254177488386631,-0.414981871843338,366.8471374511719,0.0,0.0,0.0,0.25,104.8724136352539,,,0.0820382833480835,-0.09707009047269821,-13.268132209777832,0.08472582697868347,0.25,-1.0,16.0,0.7803999781608582,0.25,73.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
853,43.135643005371094,0.00024164044589269906,-0.41229891777038574,369.5611572265625,0.0,0.0,0.0,0.25,104.8724136352539,,,0.07855148613452911,-0.10482186079025269,-13.590063095092773,0.08054681867361069,0.25,-1.0,16.0,0.7803999781608582,0.25,74.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
854,34.65533256530762,0.00022546322725247592,-0.4029254615306854,369.25238037109375,0.0,0.0,0.0,0.25,104.8724136352539,,,0.07651204615831375,-0.1082901805639267,-13.698015213012695,0.07515440881252289,0.25,-1.0,16.0,0.7803999781608582,0.25,75.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
855,41.116952896118164,0.0001583105477038771,-0.3774056136608124,369.2602844238281,0.0,0.0,0.0,0.25,104.8724136352539,,,0.10700967907905579,-0.09301459044218063,-14.851218223571777,0.052770182490348816,0.25,-1.0,16.0,0.7803999781608582,0.25,76.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
856,41.234493255615234,0.0003306008584331721,-0.4897914230823517,387.5390625,0.0,0.0,0.0,0.25,104.8724136352539,,,0.08163266628980637,-0.11158136278390884,-14.334551811218262,0.11020028591156006,0.25,-1.0,16.0,0.7803999781608582,0.25,77.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
857,34.769296646118164,0.0004186514997854829,-0.5469390153884888,396.8393859863281,0.0,0.0,0.0,0.25,104.8724136352539,,,0.0682833343744278,-0.12129924446344376,-14.059536933898926,0.13955050706863403,0.25,-1.0,16.0,0.7803999781608582,0.25,78.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
858,36.118507385253906,0.000453772721812129,-0.5788716077804565,404.753662109375,0.0,0.0,0.0,0.25,104.8724136352539,,,0.06903833895921707,-0.12517289817333221,-14.410130500793457,0.15125757455825806,0.25,-1.0,16.0,0.7803999781608582,0.25,79.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
859,53.708553314208984,0.0005553421215154231,-0.6282888650894165,412.167236328125,0.0,0.0,0.0,0.25,104.8724136352539,,,0.017770735546946526,-0.16141782701015472,-13.274181365966797,0.1851140409708023,0.25,-1.0,16.0,0.7803999781608582,0.25,80.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
860,48.639535903930664,0.00059321871958673,-0.643144428730011,415.28399658203125,0.0,0.0,0.0,0.25,104.8724136352539,,,-0.015236112289130688,-0.18654227256774902,-12.680295944213867,0.19773957133293152,0.25,-1.0,16.0,0.7803999781608582,0.25,81.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
861,35.44950485229492,0.0006709695444442332,-0.6809224486351013,422.2510681152344,0.0,0.0,0.0,0.25,104.8724136352539,,,-0.06113578379154205,-0.22120565176010132,-11.836090087890625,0.2236565202474594,0.25,-1.0,16.0,0.7803999781608582,0.25,82.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
862,40.76647758483887,0.0006631542346440256,-0.685041069984436,425.4841003417969,0.0,0.0,0.0,0.25,104.8724136352539,,,-0.05354018881917,-0.21990454196929932,-12.308674812316895,0.2210514098405838,0.25,-1.0,16.0,0.7803999781608582,0.25,83.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
863,40.98653793334961,0.0005824430845677853,-0.6554290056228638,425.99005126953125,0.0,0.0,0.0,0.25,104.8724136352539,,,-0.019498145207762718,-0.2038809359073639,-13.666321754455566,0.19414769113063812,0.25,-1.0,16.0,0.7803999781608582,0.25,84.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
864,34.78264808654785,0.0005306369857862592,-0.6370298862457275,426.8787841796875,0.0,0.0,0.0,0.25,104.8724136352539,,,0.0016822501784190536,-0.19477790594100952,-14.580672264099121,0.17687898874282837,0.25,-1.0,16.0,0.7803999781608582,0.25,85.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
865,36.221981048583984,0.0003303714329376817,-0.5181863903999329,411.400146484375,0.0,0.0,0.0,0.25,104.8724136352539,,,0.0366571880877018,-0.17567217350006104,-15.787933349609375,0.11012381315231323,0.25,-1.0,16.0,0.7803999781608582,0.25,86.0,UNKNOWN,-1.0,-1.0,PASS,,2.0,0.0
