frame,latency_ms,sl_px,sl_y,sl_wait,tl_state,tl_near,tl_red_far,brake_level,tl_brake_req,cmd_speed,cmd_steer
1368,101.41968727111816,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1369,84.98430252075195,-1.0,-1.0,False,RED,81.0,False,2,2,0.0,0.0
1370,89.06674385070801,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1371,88.86098861694336,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1372,89.18118476867676,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1373,83.26601982116699,-1.0,-1.0,False,RED,82.0,False,2,2,0.0,0.0
1374,114.5470142364502,-1.0,-1.0,False,RED,84.0,False,2,2,0.0,0.0
1375,89.17498588562012,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1376,101.00531578063965,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1377,88.99641036987305,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1378,115.42749404907227,-1.0,-1.0,False,RED,84.0,False,2,2,0.0,0.0
1379,99.30777549743652,-1.0,-1.0,False,RED,82.0,False,2,2,0.0,0.0
1380,100.94261169433594,-1.0,-1.0,False,RED,82.0,False,2,2,0.0,0.0
1381,76.54500007629395,-1.0,-1.0,False,RED,82.0,False,2,2,0.0,0.0
1382,81.04920387268066,-1.0,-1.0,False,RED,84.0,False,2,2,0.0,0.0
1383,79.93078231811523,-1.0,-1.0,False,RED,82.0,False,2,2,0.0,0.0
1384,114.74752426147461,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1385,101.06992721557617,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1386,107.67006874084473,-1.0,-1.0,False,RED,84.0,False,2,2,0.0,0.0
1387,97.38349914550781,-1.0,-1.0,False,RED,82.0,False,2,2,0.0,0.0
1388,95.88408470153809,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1389,93.79458427429199,-1.0,-1.0,False,RED,82.0,False,2,2,0.0,0.0
1390,85.6478214263916,-1.0,-1.0,False,RED,81.0,False,2,2,0.0,0.0
1391,86.93933486938477,-1.0,-1.0,False,RED,80.0,False,2,2,0.0,0.0
1392,85.88862419128418,-1.0,-1.0,False,RED,79.0,False,2,2,0.0,0.0
1393,135.34021377563477,-1.0,-1.0,False,RED,80.0,False,2,2,0.0,0.0
1394,98.36840629577637,-1.0,-1.0,False,RED,79.0,False,2,2,0.0,0.0
1395,111.12809181213379,-1.0,-1.0,False,RED,80.0,False,2,2,0.0,0.0
1396,85.07657051086426,-1.0,-1.0,False,RED,79.0,False,2,2,0.0,0.0
1397,113.8315200805664,-1.0,-1.0,False,RED,79.0,False,2,2,0.0,0.0
1398,100.27647018432617,-1.0,-1.0,False,RED,82.0,False,2,2,0.0,0.0
1399,128.97849082946777,-1.0,-1.0,False,RED,82.0,False,2,2,0.0,0.0
1400,97.25832939147949,-1.0,-1.0,False,RED,79.0,False,2,2,0.0,0.0
1401,80.80220222473145,-1.0,-1.0,False,RED,80.0,False,2,2,0.0,0.0
1402,112.03646659851074,-1.0,-1.0,False,RED,79.0,False,2,2,0.0,0.0
1403,75.7901668548584,-1.0,-1.0,False,RED,82.0,False,2,2,0.0,0.0
1404,79.72168922424316,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1405,79.23030853271484,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1406,120.00560760498047,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1407,99.61485862731934,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1408,86.71951293945312,-1.0,-1.0,False,RED,83.0,False,2,2,0.0,0.0
1409,82.11517333984375,-1.0,-1.0,False,RED,81.0,False,2,2,0.0,0.0
1410,76.6153335571289,-1.0,-1.0,False,RED,80.0,False,2,2,0.0,0.0
1411,104.82382774353027,-1.0,-1.0,False,RED,79.0,False,2,2,0.0,0.0
1412,98.15192222595215,-1.0,-1.0,False,RED,78.0,False,2,2,0.0,0.0
1413,93.5521125793457,-1.0,-1.0,False,RED,78.0,False,2,2,0.0,0.0
1414,94.18916702270508,-1.0,-1.0,False,RED,77.0,False,2,2,0.0,0.0
1415,87.94331550598145,-1.0,-1.0,False,RED,76.0,False,2,2,0.0,0.0
1416,74.87130165100098,-1.0,-1.0,False,RED,74.0,False,2,2,0.0,0.0
1417,103.11460494995117,-1.0,-1.0,False,RED,75.0,False,2,2,0.0,0.0
1418,95.54505348205566,-1.0,-1.0,False,RED,75.0,False,2,2,0.0,0.0
1419,93.66488456726074,-1.0,-1.0,False,RED,74.0,False,2,2,0.0,0.0
1420,95.04222869873047,-1.0,-1.0,False,RED,74.0,False,2,2,0.0,0.0
1421,90.39568901062012,-1.0,-1.0,False,RED,73.0,False,2,2,0.0,0.0
1422,92.8809642791748,-1.0,-1.0,False,RED,72.0,False,2,2,0.0,0.0
1423,84.02204513549805,-1.0,-1.0,False,RED,73.0,False,2,2,0.0,0.0
1424,102.85568237304688,-1.0,-1.0,False,RED,73.0,False,2,2,0.0,0.0
1425,96.14825248718262,-1.0,-1.0,False,RED,73.0,False,2,2,0.0,0.0
1426,83.19616317749023,-1.0,-1.0,False,RED,73.0,False,2,2,0.0,0.0
1427,85.20627021789551,-1.0,-1.0,False,RED,74.0,False,2,2,0.0,0.0
1428,81.94804191589355,-1.0,-1.0,False,RED,70.0,False,2,2,0.0,0.0
1429,3312.4961853027344,-1.0,-1.0,False,RED,72.0,False,0,0,0.0,0.0
