frame,latency_ms,sl_px,sl_y,sl_wait,tl_state,tl_near,tl_red_far,brake_level,tl_brake_req,cmd_speed,cmd_steer
1345,60.576438903808594,114.36707305908203,0.7166666388511658,False,RED,81.0,False,2,2,0.0,0.0
1346,70.45388221740723,114.36707305908203,0.7166666388511658,False,RED,80.0,False,2,2,0.0,0.0
1347,85.3722095489502,114.36707305908203,0.7166666388511658,False,RED,74.0,False,2,2,0.0,0.0
1348,60.72592735290527,114.36707305908203,0.7166666388511658,False,RED,79.0,False,2,2,0.0,0.0
1349,70.16205787658691,-1.0,-1.0,False,RED,79.0,False,2,2,0.0,0.0
1350,81.98142051696777,-1.0,-1.0,False,RED,78.0,False,2,2,0.0,0.0
1351,94.25044059753418,93.45695495605469,0.7472222447395325,False,RED,77.0,False,2,2,0.0,0.0
1352,61.11907958984375,93.45695495605469,0.7472222447395325,False,RED,76.0,False,2,2,0.0,0.0
1353,78.05299758911133,93.45695495605469,0.7472222447395325,False,RED,77.0,False,2,2,0.0,0.0
1354,90.05904197692871,95.21150207519531,0.7444444298744202,False,RED,76.0,False,2,2,0.0,0.0
1355,96.60124778747559,88.35060119628906,0.7555555701255798,False,RED,76.0,False,2,2,0.0,0.0
1356,65.40203094482422,88.35060119628906,0.7555555701255798,False,RED,76.0,False,2,2,0.0,0.0
1357,81.0251235961914,85.07164001464844,0.7611111402511597,False,RED,76.0,False,2,2,0.0,0.0
1358,73.66514205932617,83.46809387207031,0.7638888955116272,False,RED,76.0,False,2,2,0.0,0.0
1359,91.08924865722656,83.46809387207031,0.7638888955116272,False,RED,76.0,False,2,2,0.0,0.0
1360,89.80369567871094,81.8878173828125,0.7666666507720947,False,RED,77.0,False,2,2,0.0,0.0
1361,85.00313758850098,78.7950439453125,0.7722222208976746,False,RED,77.0,False,2,2,0.0,0.0
1362,84.35606956481934,58.14550018310547,0.8138889074325562,False,RED,77.0,False,2,2,0.0,0.0
1363,83.04238319396973,63.250553131103516,0.8027777671813965,False,RED,78.0,False,2,2,0.0,0.0
1364,83.86421203613281,63.250553131103516,0.8027777671813965,False,RED,79.0,False,2,2,0.0,0.0
1365,57.88469314575195,63.250553131103516,0.8027777671813965,False,RED,81.0,False,2,2,0.0,0.0
1366,68.31741333007812,56.910179138183594,0.8166666626930237,False,RED,82.0,False,2,2,0.0,0.0
1367,68.39489936828613,55.690608978271484,0.8194444179534912,False,RED,80.0,False,2,2,0.0,0.0
1368,74.61094856262207,53.297523498535156,0.824999988079071,False,RED,83.0,False,2,2,0.0,0.0
1369,79.9555778503418,61.94907760620117,0.8055555820465088,False,RED,83.0,False,2,2,0.0,0.0
1370,57.49154090881348,48.687679290771484,0.8361111283302307,False,RED,82.0,False,2,2,0.0,0.0
1371,70.43766975402832,48.687679290771484,0.8361111283302307,False,RED,81.0,False,2,2,0.0,0.0
1372,72.5853443145752,40.1154899597168,0.8583333492279053,False,RED,81.0,False,2,2,0.0,0.0
1373,85.42585372924805,54.486488342285156,0.8222222328186035,False,RED,79.0,False,2,2,0.0,0.0
1374,85.25252342224121,39.10007858276367,0.8611111044883728,False,RED,83.0,False,2,2,0.0,0.0
1375,81.72297477722168,39.10007858276367,0.8611111044883728,False,RED,84.0,False,2,2,0.0,0.0
1376,90.91949462890625,37.10429382324219,0.8666666746139526,False,RED,82.0,False,2,2,0.0,0.0
1377,59.929609298706055,38.096412658691406,0.8638888597488403,False,RED,84.0,False,2,2,0.0,0.0
1378,104.12955284118652,36.1235237121582,0.8694444298744202,False,RED,84.0,False,2,2,0.0,0.0
1379,97.47481346130371,27.776649475097656,0.894444465637207,False,RED,84.0,False,2,2,0.0,0.0
1380,93.92237663269043,25.17302894592285,0.9027777910232544,False,RED,84.0,False,2,2,0.0,0.0
1381,93.18900108337402,26.89938735961914,0.8972222208976746,False,RED,84.0,False,2,2,0.0,0.0
1382,94.23065185546875,21.01459312438965,0.9166666865348816,False,RED,84.0,False,2,2,0.0,0.0
1383,93.40858459472656,22.65168571472168,0.9111111164093018,False,RED,84.0,False,2,2,0.0,0.0
1384,85.03174781799316,20.20878028869629,0.9194444417953491,False,RED,83.0,False,2,2,0.0,0.0
1385,85.15071868896484,14.793862342834473,0.9388889074325562,False,RED,84.0,False,2,2,0.0,0.0
1386,92.13423728942871,11.866579055786133,0.949999988079071,False,RED,83.0,False,2,2,0.0,0.0
1387,93.40095520019531,12.587577819824219,0.9472222328186035,False,RED,84.0,False,2,2,0.0,0.0
1388,94.26307678222656,19.411279678344727,0.9222221970558167,False,RED,82.0,False,2,2,0.0,0.0
1389,98.66070747375488,18.621963500976562,0.925000011920929,False,RED,83.0,False,2,2,0.0,0.0
1390,63.97557258605957,9.745408058166504,0.9583333134651184,False,RED,82.0,False,2,2,0.0,0.0
1391,73.24361801147461,14.793862342834473,0.9388889074325562,False,RED,82.0,False,2,2,0.0,0.0
1392,71.02370262145996,1.8422174453735352,0.9916666746139526,False,RED,81.0,False,2,2,0.0,0.0
